"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX040669","ZDB30","Escherichia coli B str. REL606","Illumina Genome Analyzer II","MSU","SRP004752","Genomic analysis of a key innovation in an experimental Escherichia coli population.","SRS167172","","257.71","1","9083478","327005208","","WGS","GENOMIC","RANDOM"
